2.70E-01,-0.16,0,-0.16,-0.32,0.08,-0.32,-0.08,0.08,-0.08
2.71E-01,-0.56,-0.16,-0.24,-0.32,-0.08,-0.08,0.16,0,-0.08
2.72E-01,-0.16,0.16,-0.08,0.08,0,-0.08,-0.08,0,0.08
2.73E-01,0,-0.08,0,-0.4,-0.16,0,0,0,0.08
2.74E-01,-0.08,0,-0.08,-0.16,-0.08,-0.08,-0.08,-0.08,0.16
2.75E-01,-0.16,-0.16,0.08,-0.48,0,-0.08,0,0,-0.08
2.76E-01,-0.08,-0.32,0,-0.16,-0.16,-0.08,-0.08,-0.08,0
2.77E-01,-0.16,-0.16,-0.08,-0.24,-0.16,0,-0.08,-0.16,-0.16
2.78E-01,-0.16,-0.24,-0.08,-0.16,0,-0.24,0,0,0.08
2.79E-01,-0.08,-0.24,0.16,-0.32,-0.08,0.08,0,0,0
2.80E-01,0,-0.24,-0.4,-0.32,0.24,-0.32,0,0,0
2.81E-01,-0.16,-0.24,-0.08,-0.4,0.08,-0.08,0.08,0,0.16
2.82E-01,-0.16,-0.24,0.08,-0.08,-0.08,-0.08,-0.08,0.16,0
2.83E-01,-0.16,-0.08,-0.08,-0.4,-0.08,0.16,0,0.08,-0.16
2.84E-01,-0.08,-0.16,0.08,-0.16,0,0.48,-0.4,0.08,0
2.85E-01,0.16,-0.24,0,-0.32,-0.08,0,-0.08,-0.16,0
2.86E-01,-0.08,-0.24,-0.08,-0.24,-0.08,-0.08,0,0.16,0
2.87E-01,-0.08,-0.24,0.08,-0.24,-0.16,-0.24,-0.16,0.08,0.08
2.88E-01,0,-0.16,0.08,-0.16,-0.08,-0.08,0,0.08,0
2.89E-01,-0.24,0.08,-0.08,-0.24,-0.08,-0.08,0,0,0
2.90E-01,0,-0.16,0,-0.16,0,-0.08,0,-0.08,0
2.91E-01,0,-0.32,0,-0.32,0.08,-0.08,-0.08,0.08,0.24
2.92E-01,0,-0.16,-0.16,-0.16,0,0.08,-0.08,0.08,0
2.93E-01,-0.16,-0.32,-0.24,0,-0.08,0,0,0,-0.08
2.94E-01,-0.16,-0.16,0.16,-0.08,0,0,0.08,0.08,-0.08
2.95E-01,-0.08,-0.24,0.24,0,-0.08,0,-0.16,0,0.08
2.96E-01,-0.16,-0.08,-0.16,0.16,-0.08,0.08,0,0,0.08
2.97E-01,-0.08,-0.08,0,0,-0.08,0.08,-0.08,0.08,-0.08
2.98E-01,0.08,-0.24,0.08,0,-0.16,0.4,-0.08,0.08,0
2.99E-01,-0.08,-0.24,-0.16,0.16,0,0.08,-0.08,-0.08,-0.16
3.00E-01,-0.32,0,0.08,0.32,-0.08,-0.08,0,0.88,-0.08
3.01E-01,-0.16,-0.24,-0.16,0.32,-0.16,0,-0.08,0.08,0
3.02E-01,-0.08,0,0.48,0.24,0.08,-0.08,0,-0.08,-0.08
3.03E-01,0,-0.08,0,0.24,0,-0.24,-0.16,0,-0.08
3.04E-01,-0.24,-0.08,-0.08,0.56,-0.08,0,0,0,0
3.05E-01,-0.24,-0.08,0,0.48,0,0,0,0.08,-0.08
3.06E-01,-0.08,-0.64,-0.16,0.4,-0.16,-0.08,-0.08,0,-0.08
3.07E-01,-0.08,-0.16,0.16,0.32,-0.08,0.08,0.08,0,-0.56
3.08E-01,-0.16,-0.48,0,0.48,0,-0.08,0,0.08,0
3.09E-01,-0.08,-0.32,-0.08,0.56,0,-0.08,-0.16,0.08,0
3.10E-01,-0.08,-0.08,0.16,0.64,-0.08,-0.08,-0.08,0,0
3.11E-01,-0.16,-0.4,0.16,0.64,0,-0.08,-0.08,0.08,0
3.12E-01,-0.08,-0.24,0,0.64,-0.08,0,0.08,0.08,-0.08
3.13E-01,-0.08,-0.16,0.08,0.48,-0.08,0,-0.16,0.24,0
3.14E-01,-0.16,-0.32,0.08,0.64,-0.08,0,-0.08,0.08,0.08
